username;Nickname;Likes;Followers;Bio;view_count;like_count;comment_count;save_count;engagement_rate_influencer
la_lerma;LERMITA;452600000.0;15100000.0;Correo de contacto 📩;8428400.0;1168400.0;4216.0;68351.0;30.46228230769231
soysuco;Soysuco;453200000.0;19100000.0;Si ves esto te quiero mucho:) 12 Millones En Youtube❤️🥳!!;69657700.0;5295800.0;122652.0;428000.0;39.14757333333333
lyodrabeneran;Lyodra Ginting;64200000.0;2800000.0;No bio yet.;23336600.0;419535.0;1427.0;10965.0;20.389326153846152
pietro_morello;Pietro Morello;103800000.0;3700000.0;I make Music;77534800.0;6745700.0;27659.0;819517.0;20.457932892561985
_andrewcurtiss;Andrew Curtis;228300000.0;3200000.0;BAM!!! Got your attention💋 Biz📧 andrewcurtis@palettemgmt.com;17009200.0;1850400.0;43537.0;200500.0;32.83028113636364
good.boy.ollie;Good Boy Ollie;303700000.0;6800000.0;Ollie & Tato the Labradors 🤎💛 The goodest of good boys;111152100.0;20071500.0;106946.0;1041899.0;95.7899710526316
shxtsngigs;ShxtsNGigs Podcast;326500000.0;7700000.0;ShxtsNGigs  Top 3 Podcast On Spotify  Full vids on YT Extra Episodes on Patreon;72882200.0;10191400.0;44395.0;621253.0;95.72911384615384
addisonre;Addison Rae;5800000000.0;88700000.0;No bio yet.;45100000.0;1937000.0;7298.0;122000.0;26.708962471910112
chriscoquyt;Chris Coquyt;6400000.0;145500.0;Hit me up on Instagram & YouTube! ⬆️ @chriscoquyt  Just an average fella MN ↟↟↟;6172800.0;1098869.0;7110.0;23765.0;50.732006097560976
hisoyvaleria;valeria 🖤;301000000.0;10900000.0;sígueme en insta❤️;2531200.0;430200.0;2756.0;18086.0;8.736006
joaoferdnan;João Ferdnan;296700000.0;9500000.0;Insta: @joaoferdnan Deficiente físico✨ joao.ferdnan@play9.com.br;7480900.0;1281000.0;19315.0;47453.0;15.734425956738768
graciajessicajane;Jessica Jane🌙;279100000.0;11600000.0;🖤⛓🤍;5003400.0;520100.0;1311.0;12301.0;8.71539038961039
sabrenorris;Sabre Norris;97600000.0;4200000.0;18 yrs old  YT- Norris Nuts;6150800.0;595800.0;7911.0;24581.0;6.955112307692308
official_nct;NCT Official;617800000.0;12300000.0;NCT 127 【Fact Check - The 5th Album】 ➫ 2023.10.06 1PM (KST);5486300.0;1548600.0;10714.0;83818.0;10.77581268292683
ustazebitlew;Ebit Lew;109800000.0;6700000.0;No bio yet.;116661000.0;9758300.0;212491.0;112198.0;132.047605
sromero29;Samuel29;7500000.0;726700.0;03/🦋/19😔🌻 Siempre humilde🙏;973200.0;23237.0;272.0;3615.0;57.25044404255319
augustogimenez;AugustoGimenez;1000000000.0;16800000.0;🌹 333 VIDEO DE REACCIÓN DE MIS PAPÁS ⬇️;180568300.0;14775700.0;35333.0;345721.0;154.74953857142856
grannybibbins;Granny Bibbins;18500000.0;1400000.0;Darrell’s Granny GOD. FAMILY. COUNTRY. ⬇️My Shirts & Hoodies⬇️;19591700.0;1164265.0;5546.0;57990.0;54.6990075
jairsanchezzz;Jair Sanchez;889900000.0;9600000.0;En mi insta más contenido así que ya te la sabessss “Jairsanchezz”;4592200.0;819800.0;7308.0;34016.0;40.29926409090909
k0uvr;Kouvr;568300000.0;14400000.0;FOLLOWING YOU ALL BACK ON IG RIGHT NOW!!!;12600000.0;1705600.0;4626.0;87308.0;28.572127415730336
katjakrasavice;KatjaKrasavice;64400000.00000001;3100000.0;No bio yet.;3692200.0;454700.0;17087.0;21238.0;18.079491379310344
vonnyfelicia;vonSsy ◡̈;65300000.0;3000000.0;ʕ ̳• · • ̳ʔ                    / ᡕᠵ᠊ᡃ່࡚ࠢ࠘ ⸝່ࠡࠣ᠊߯᠆ࠣ࠘ᡁࠣ࠘᠊᠊ࠢ࠘𐡏  =͟͟͞͞  ♡;18267300.0;1257900.0;11798.0;74066.0;10.913200634920637
allanpendong4;LORD ALLAN PENDONG;12100000.0;1000000.0;Endorsment / pp / kerjasama DM : @allanpendong;1897900.0;75051.0;3016.0;4047.0;17.052915638888887
aureliehermansyahatta;Aurelie Hermansyah;317300000.0;12800000.0;🇮🇩 Mama Ameena 💕🥰  Instagram : aurelie.hermansyah;9759300.0;647800.0;2437.0;13342.0;25.34770417624521
kulinaria.recetas;AGUS LIPORACE;105700000.0;5400000.0;👩‍🍳Cocinera 👉🏻 contacto@kulinaria.com.ar;85100000.0;13200000.0;54814.0;2120000.0;57.874896666666665
areyoukiddingtv;AreYouKiddingTV;302100000.0;7800000.0;Joey and Steven   areyoukiddingtv@sparkmedia.la;148762500.0;26462000.0;92928.0;935302.0;35.64771328125
faryanggaa;Ryann;280800000.0;7000000.0;📥 Business Inquiries : +62 821 23816113 (jo) 👇🏼suplemen penggemuk badan👇🏼;101348800.0;10262900.0;97723.0;471568.0;24.95396131914893
_lilg4;LIL G⭐️;75600000.0;3600000.0;YESSSAA!!!! 4M ? HTX;699200.0;43884.0;393.0;1667.0;19.902710619469023
_angelomarasigan;Angelo;394200000.0;11200000.0;~ LITERALLY ~ 📧 angelo.m.business@gmail.com;29224100.0;1624900.0;5755.0;85371.0;1581.404623655914
adamalhidayat;ADAMALHDYT;361800000.0;10200000.0;📍have fun ya pren📍;5318600.0;344200.0;2073.0;17537.0;9.363966071428573
larissagloor;𝗟𝗮𝗿𝗶𝘀𝘀𝗮 𝗚𝗹𝗼𝗼𝗿;231900000.0;6700000.0;que bom te ter aqui 💖 📩 larissa.gloor@play9.com.br;6683300.0;1232129.0;13234.0;37930.0;40.8537856
bomanizer;Bomanizer;75100000.0;2000000.0;FOLLOW ME BEFORE IM FAMOUS;20037500.0;3952000.0;36042.0;234655.0;21.810845
miakhalifa;Mia K.;613500000.0;37900000.0;Immigrant 🇱🇧 Not Malala Inquiries@myotis.co;15500000.0;620400.0;7254.0;29010.0;11.314666153846154
jacobday;Jacob Day;321800000.0;6700000.0;♰ jacob@hypeartistsagency.com;9993000.0;1535600.0;4676.0;75808.0;26440.25459317585
matheuskriwat;Matheuskriwat;158600000.0;12200000.0;🇧🇷  📧 kriwat.contato@outlook.com 👇🏼 Clica aqui 👇🏼;30400000.0;3308500.0;72124.0;60156.0;24.43905868263473
calebwsimpson;CALEB SIMPSON;256900000.0;7700000.0;Let’s do a house tour  📧 Caleb@calebwsimpson.com New YouTube video!;91630100.0;16174600.0;43233.0;910250.0;324.5189980289093
cheekyboyos;the cheeky boyos;377700000.0;11300000.0;coy & rob watch us, please :) hello@cheekyboyos.com;47757400.0;5712500.0;25602.0;289324.0;40.09725928571429
oliviergiroud;Olivier Giroud;7900000.0;1500000.0;Compte officiel • Official account #AcMilan🔴⚫️ • #ÉquipeDeFrance 🇫🇷;5982700.0;119300.0;1243.0;3104.0;17.345321764705883
vincentgiganteee;Vincent Gigante;80800000.0;2600000.0;NJ🇮🇹 Email:Vincent@iangarrone.com WUDDYA WANNA BE 👻: vincentgigante2;74409900.0;9502800.0;38542.0;492903.0;165.55953876909896
thebenjishow;benji;249600000.0;6400000.0;semipro international tiktok superstar IG thebenjishow ryan@additivecreative.com;31500000.0;4675400.0;15215.0;354600.0;110.76415357142857
joaodoce;Joao Doce;88900000.0;4100000.0;Sculpture Creator  contato@joaodoce.com.br;82525300.0;5737900.0;50817.0;346685.0;51.84251209302325
dapaneyoffcl;Dap Cosmetics;36800000.0;2900000.0;🧿 ONLY ACCOUNT 🧿 Instagram: dapaney_ 📩: Dapnix25@gmail.com;35440700.0;4536400.0;6857.0;78751.0;74.89323085714285
officialbhafc;Brighton & Hove Albion FC;49900000.0;2700000.0;Official TikTok account of Brighton & Hove Albion Football Club!;1692800.0;193486.0;1431.0;6353.0;26.20381226605241
claudiaraia;Claudia Raia;19100000.0;3000000.0;Atriz, cantora, bailarina, produtora e agora Tiktoker!;14832300.0;1003162.0;2439.0;20086.0;26.954825
elsaucepapii;SaucePapii22;39700000.0;1600000.0;🤾🏽25/Ranch/Cali🏃🏽‍♂️ Spawn👑 CHAOS THERAPY YBFans/Reply CEO 🇮🇪!ENERGY!🇲🇽;35117800.0;5901530.0;41237.0;347698.0;36.77095769230769
werenotreallystrangers;We're Not Really Strangers;244200000.0;5300000.0;warning: feelings will arise;96314200.0;9034983.0;59602.0;689696.0;57.91091795918367
marianagrimaldii;La Niña Fresa 🍓;160200000.0;5400000.0;Insta: marianagrimaldi__ 💗;15255200.0;1666700.0;6039.0;88351.0;52.32845428571429
qamar_altaey;𝑄𝐴𝑀𝐴𝑅;109000000.0;5400000.0;قمر الطائي🤍. صانعة محتوى عربيه 15M+;15393300.0;502700.0;16733.0;26423.0;34.243673789954336
melmaia;Mel Maia 🍯;302200000.0;17500000.0;atriz. uso esse site por pura diversão :D;4480600.0;919326.0;1579.0;41673.0;26.74695953488372
outtpig;OuttPig;226600000.0;3500000.0;Business 📧: Cameronperez@viralnationtalent.com He/him Insta: Outtpig↗️;8401600.0;1355900.0;5619.0;61874.0;38.7876372
edgar3104;Edgar ramos;192700000.0;6300000.0;No bio yet;1003000.0;62121.0;967.0;1015.0;50.05446107142857
christianchavezreal;Christian Chávez;28700000.0;3300000.0;Actor , cantante , amante de la vida y de decir estupideces en mi podcast  👇🏼;1850900.0;176313.0;1894.0;3551.0;59.63430625
chanderland;Chana;154300000.0;5000000.0;💌chana@xoagency.co  ТГК - Чё, Чана?;46539400.0;6523505.0;26333.0;474010.0;33.08872470198676
gordonramsayofficial;Gordon Ramsay;642200000.0;39700000.0;I cook sometimes too.....  Recipes here 👇🏻;202900000.0;17359600.0;169040.0;1306349.0;67.93493635416667
dixiedamelio;dixie;3300000000.0;56800000.0;hey;4180700.0;357200.0;1820.0;6652.0;24.772611466666667
maxtaylorlifts;Max Taylor;322900000.0;9600000.0;natty bodybuilder;1784700.0;424400.0;1446.0;17324.0;15.276544078947367
oironyoliveira;Kbuloso 😈;66300000.0;7800000.0;insta @ronykbulosoo;101005800.0;6479100.0;51066.0;171204.0;28.94512441860465
hendy_salimy;MARKO;538900.0;57600.0;Assalamua'alaikum w rb😊 Bantu follow ya akun baru         bg marko🙏;55589.0;2962.0;17.0;222.0;23.585458141067896
dinosonso_ofc;DinoSonso;146000000.0;9400000.0;👆🏻ACOMPANHE AS HISTÓRIAS NO NOSSO INSTAGRAM , LÁ TEM LINK DA VAKINHA AJUDE👆🏻;64938500.0;8415700.0;217764.0;186844.0;4274.948235294118
firmanskd;𝙆𝙊𝘾𝘼𝙉;185900000.0;3400000.0;->𝗖𝗮𝗿𝗶 𝗞𝗮𝗺𝗶 𝗗𝗶 𝗚𝗼𝗼𝗴𝗹𝗲->;759300.0;51059.0;146.0;6700.0;9.884300612244898
oficialrc3;Roberto Carlos;44900000.0;8500000.0;Real Madrid CF | 📧 info@entourage-global.com | @entouragesports;209079800.0;15025400.0;60942.0;537135.0;70.46786236842105
danythegaggio;Daniele Cabras;209300000.0;4000000.0;📍Sardinia Info e Collab: d.cabras@isoladegliartisti.it;6400000.0;858700.0;5926.0;75700.0;17.638950057142857
tina042_;𝒯𝒾𝓃𝒶;278.0;123.0;instagram📸 Fw.Tina42_o Latina🇻🇪 18 Years Old🧸 beacons.ai/tina_042;26787.0;238.0;9.0;54.0;5.488976190476191
pedroallann;Pedroca;236800000.0;4600000.0;📩pedrocaassessoria@gmail.com;2330900.0;490300.0;5530.0;16169.0;8.7762995
_rl9;Robert Lewandowski;27900000.0;7600000.0;RL9 | 🤜🤛 | 🇵🇱;52900000.0;3843900.0;53800.0;78100.0;39.698005235602096
jongmineyo;종민오빠  Jongmin oppa;276800000.0;15400000.0;종민오빠 CANGKUGLOBAL JONGMINOPPA;1047400.0;109116.0;870.0;3572.0;86.73678946666666
jumpersjump;Jumpers Jump Podcast;404400000.0;11300000.0;@carlosjuico & @gavinrutaa 🇨🇦🇵🇭 FULL EPISODES ON YOUTUBE & SPOTIFY ⬇️;96447300.0;10131600.0;52105.0;668188.0;106.2162311764706
beiu789x1999;piitien1603;192.0;257.0;ID: pitien2004;10579.0;146.0;2.0;15.0;12.850601720430108
gehu.gl;Gerson;16300000.0;817700.0;Desde ahora, mi vieja está decepcionada de mi. IG: @gehu.gl gehucontacto@gmail;14434300.0;788700.0;12035.0;40642.0;1783.9132621764202
mesitaaa;Mesita;13000000.0;601100.0;instagram @mattufrigerio 70k??;3308600.0;431401.0;1400.0;19379.0;21.798300384768478
szivsz;Ziva Magnolya;55900000.0;2500000.0;a singer.;3372300.0;354720.0;2513.0;20200.0;23.23156395752896
dilanjaniyar_2;Dilan Janiyar;148900000.0;3200000.0;Akunku yg lain @dilanjaniyar;7100000.0;639600.0;7589.0;30435.0;33.50195308600898
dilanjaniyar_2;Dilan Janiyar;148900000.0;3200000.0;Akunku yg lain @dilanjaniyar;7100000.0;639600.0;7589.0;30435.0;33.50195308600898
eufernandamotafarhat;Fernandamota✔;63600.0;15300.0;Meu novo perfil amores segue aí 💋;744077.0;32944.0;459.0;439.0;53.244975
stickyboy69;stickyboy69;148700000.0;9000000.0;full time tiktoker;144700000.0;22147800.0;564223.0;952800.0;38.65711980769231
juliagisella;juliagisella;367400000.0;15000000.0;📍LA | LDN 14M on YT 💌business@juliagisella.com ✨join my GIVEAWAY here ⬇️!✨;178900000.0;30313300.0;215641.0;1151600.0;44.408405125
mieayamthebstt;Unaa🍜;431900000.0;17800000.0;"Film ""Suka Duka Uni Una "" in Maxstream ✨ BA @evosesports 🇮🇩 💎 @unastore.id";21478500.0;1916500.0;5064.0;65824.0;60.6761105882353
nikitawillyofficial;Nikita Willy;7200000.0;524400.0;https://youtube.com/channel/UCEVbeHvzZluIW261NtIrXIQ;8408700.0;790124.0;2986.0;15151.0;157.25774822695035
jdpantoja;JD Pantoja;1300000000.0;34900000.0;Bye Bye Tour ❤️‍🔥;75600000.0;5564600.0;101133.0;249300.0;81.14662637931035
davidcstt_;David Costa;189600000.0;8000000.0;✨SP | 20y | Ator e aspirante a humorista✨ 📥 contato@lrcontents.com.br;116737000.0;11269200.0;82335.0;412277.0;19.12925974811083
badboyrema;Rema;31400000.0;4700000.0;My Album, Rave & Roses out now.;1971400.0;144980.0;3424.0;6719.0;27.25211064516129
simxmargo;Seamoan {2M};53800000.0;2000000.0;.。･:*♡Aesthetic♡*:･。. FashionNova  ig:@simxmargo 💌simxmargo.collabs@gmail.com💌;44100000.0;7308900.0;10922.0;2292300.0;30.21990512195122
elainebabey;ELAINEBABEY;10200000.0;212100.0;Entertainer!  Email: elaine@weshft.co;10510200.0;1868213.0;20660.0;107658.0;19.82830678571429
chinguamiga;Chingu Amiga;1200000000.0;25600000.0;chingu@stayonsocial.com Somos chingus✨ Probando levanta c0la,bubis primera vez👇;158132500.0;18626700.0;126805.0;606392.0;1135.8467147766323
siscakohl;Sisca Kohl;481700000.0;18800000.0;🇮🇩Masak&Mukbang🇮🇩 🔍Review&Unboxing🔍 📱IG: Sisca Kohl📱 KLIK👇🏻;85600000.0;7615200.0;46708.0;235795.0;26.450789789473685
santiperezvivas;Santi Perez;167400000.0;4700000.0;🇻🇪🇻🇪🇻🇪🇻🇪 CEO de las 🥔🥔🥔 Secundaria: @Santielpapa;45700000.0;7104700.0;26718.0;406300.0;37.27558038461539
jessnolimit999;Jess No Limit;163100000.0;13200000.0;😊;133100000.0;12901600.0;366939.0;347871.0;1099.1794851794073
b.blek;b.blek;135800000.0;4800000.0;ENDORSE👉 087739988075 (adm.sekhar) MALANG JATIM YOUTUBE 👇👇👇👇👇👇👇;15300000.0;1077700.0;7710.0;50237.0;34.909785102040814
jacksepticeye;Jacksepticeye;68200000.0;5100000.0;No bio yet.;3370200.0;538400.0;3917.0;38556.0;19.007920625
saramohannad_;Sara;218700000.0;10600000.0;📍JED SARA MOHANNAD Actress🎭 للتواصل والاعلانات⬇️;98600000.0;4898100.0;64850.0;190739.0;35.935980428571426
andrewrousso;Andrew Rousso;62200000.0;2800000.0;NYC Business: andrew.rousso@gmail.com;1405500.0;252300.0;3048.0;20012.0;3.8571333333333335
murphslife;MURPHSLIFE;159200000.0;6600000.0;Let’s bless a stranger! Follow my IG MURPHSLIFE for daily stories🙌🏻;100100000.0;14460300.0;228644.0;487500.0;36.07731115384615
haileesteinfeld;Hailee Steinfeld;22000000.0;3900000.0;S U N K I S S I N G;15500000.0;2022300.0;18906.0;121707.0;27.05305176744186
abir.sag;Abir el saghir;347000000.0;24200000.0;creator of the year  & Food creator of the year;359500000.0;30527800.0;247873.0;992500.0;52.70161690476191
paytonking;Payton King;279300000.0;5600000.0;Looking for management paytonkingbiz@gmail.com IG paytonking;4964600.0;876500.0;8229.0;52943.0;16.69845347826087
winniedom;Winnie Dominguez 🌻;4800000.0;492300.0;CUU📍 22 MGMT:@nesgold. Colabs:nesgoldmx@gmail.com;2212500.0;360511.0;2841.0;17423.0;23.54635596330275
lukas.urkijo;Lukas urkijo;50600000.0;6400000.0;Somos humanos;59200000.0;7196800.0;85212.0;520800.0;61.44379898734177
nia.ramadhani.bakrie;Nia Ramadhani Bakrie;25300000.0;2900000.0;Me tryin’ to show how i have some fun😝😝;7684700.0;411266.0;2147.0;13648.0;38.47847608695652
fredziownik_polska;Fredziownik_art po Polsku;5400000.0;680100.0;Każde dziecko kiedyś przestaje rysować, ja nie przestałem.;1179800.0;90717.0;403.0;6640.0;46.505189154929575
fedez;fedez;182700000.0;6100000.0;Il boomerone nazionale;26000000.0;2408600.0;12068.0;59078.0;22.70036967741936
ser_jay;SERJAY;379400000.0;6600000.0;Inst: serjayofficial  COOPERATION: serjaypr@yandex.ru📩 ⬇️Телеграмм КАНАЛ⬇️;10465900.0;1937800.0;23109.0;167087.0;25.827654117647057
ketnipz;Ketnipz;100400000.0;5600000.0;A lil bean with a big dream ✨;4921200.0;741900.0;1921.0;46522.0;46.65888282051282
cookingwithlynja;Lynja;305000000.0;17400000.0;Cookingwithlynja@gmail.com  👇Lynja’s Salts & Sugar👇;7887100.0;1121300.0;3770.0;81945.0;36.25223676470589
katiavlogss;KATIAVLOGS🐒;355800000.0;16100000.000000002;🏹🤍💜👽 Contacto🤠 Katia@loginfluence.com MAZATLÁN SINALOA🇲🇽;15200000.0;1501000.0;6358.0;59076.0;12.024577222222222
cbum;Chris Bumstead;33100000.0;4500000.0;Classic Physique Olympia Champ x4🇨🇦 TRAINING APP + MY DAILY WORKOUTS👇🏼;3509300.0;280100.0;911.0;13330.0;24.66087431818182
recider;Recider;159700000.0;3300000.0;Words and ideas  📧 Recider@palettemgmt.com 📧;6142000.0;978022.0;3631.0;89748.0;14.946149166666666
moosenyc;moose;137000000.0;1700000.0;📩moosenyc2@gmail.com;60810000.0;9980968.0;26147.0;682929.0;117.66037144938092
linatejeiro8;Lina Tejeiro;41100000.0;5000000.0;👑   Actriz Colombiana 🇨🇴;915900.0;24119.0;229.0;334.0;27.7032926
jakehunterofficial;Jake hunter;107900000.0;3900000.0;Actor/Emmy winner 💥 Business 📧 jake.hunter@collab.inc;14767800.0;2330087.0;8526.0;82584.0;44.31950098039216
dylan.page;Dylan Page;616000000.0;9800000.0;𝗡𝗘𝗪𝗦 𝗗𝗔𝗗𝗗𝗬 #1 News Account On Tiktok Collabs@newsdaddy.co.uk;153900000.0;19446300.0;219677.0;1282069.0;47.66693121212121
nurse.johnn;nurse.johnn;342300000.0;5600000.0;1 John 4:7-8 📩 : nursejohn@select.co Host: I Beg Your Pardon Podcast;40657400.0;6382500.0;111550.0;586868.0;44.6874424
lilnasx;lil nas x;1000000000.0;29000000.0;STAR WALKIN' OUT NOW;68190200.0;13266600.0;70869.0;583499.0;64.634285
catherineealicia;catheez;27900000.0;2900000.0;Bello✨ YT : Catheez;9100000.0;907000.0;3472.0;30614.0;18.10317165467626
aleatoriamente7777;Gabriel Aleatoriamente;15900000.0;2100000.0;pai, youtuber e mc  redes sociais no link abaixo;6486100.0;1291000.0;18844.0;70254.0;12.227999411764706
isaac.h.p.karaoke.backup;Isaac H.P Karaoke Backup;168700000.0;2900000.0;Get my Merch 💖 Get a Cameo 💖;1766800.0;280505.0;5081.0;21679.0;35.69355
aydas;Aydas عايدة;291600000.0;16700000.0;Artist🎙️ Advertising اعلان 📩 Info@aydasofficial.com Snap/aydasteam Youtube👇🏼;5478800.0;286700.0;1732.0;18508.0;49.93467826086957
anokhinalz;Аnokhina Liza;1400000000.0;40700000.0;✨Liza✨;9662500.0;453020.0;5209.0;29453.0;42.665615555555554
bryan_skabeche;Bryan SKabeche;131400000.0;7600000.0;Creador de contenido - SKabeche 🔵🔴 SMH 😃 ⬇️ CONSIGUE TU MERCH AQUÍ ⬇️;997800.0;110981.0;616.0;2830.0;30.164873210633942
wuesilva;Wue Silva;346800000.0;15900000.0;Contato: Wuesilva@wupper.com.br   Me segue no insta: @wuesilva Acesse o link ⬇️;3652100.0;410300.0;2401.0;25131.0;20.42718909090909
daviddobrik;DAVID DOBRIK;1300000000.0;26100000.0;No bio yet.;8269200.0;901500.0;2754.0;17237.0;58.24452801056338
victtoriamedeirosm;Victtoria Medeiros;30500.0;4915.0;Goal 50k Thanks To Everyone Who Followed 👸❤️🥰🙏;111600.0;2467.0;34.0;344.0;25.66056514285714
datvilla94;🔥Đạt Villa🔥;372200000.0;9000000.0;🔥Mãi Yêu Gia Đình Villa🔥 🦁🇻🇳❤️🇮🇩🐇   🔥Team Jacky🔥;8399500.0;446600.0;9408.0;18286.0;32.5454388
cody.taurus;Cody Taurus;52500000.0;1000000.0;austin, texas love y'all;78817900.0;14400700.0;59874.0;634381.0;31.000949609375
anwar;Anwar Jibawi;207100000.0;13800000.0;Snap: @anwar;20500000.0;1955300.0;13243.0;153800.0;24.143821627056678
marlene2995;Marlenebenitez;826800000.0;14200000.0;Nayarit 🇲🇽;3382500.0;370400.0;1507.0;5026.0;31383.185185185182
jkartsoccer_tiktok;JKartsoccer;36800000.0;2200000.0;Tutorial & Challege - I’m ⚽️COACH in 🇰🇷 - My YouTube Video✅;16650900.0;1489100.0;1393.0;237115.0;132.92693149107657
bellacampox;BELLA ❤️‍🔥;41000000.0;4100000.0;❤️‍🔥 ATRIZ “Muda” em Pantanal “Jenifer” em Vai na Fé;6032400.0;542500.0;2014.0;14966.0;25.93125098039216
lionfieldmusic;lionfield;321300000.0;7500000.0;🟦 Emiliano ⬜️ Matteo  Business: info@isoladegliartisti.it;27811800.0;2090337.0;12157.0;163008.0;52.14293203592814
andreefrm3;andreefrm🦖;469000.0;2284.0;Mampir ig andreefrm;1153121.0;266415.0;1324.0;40330.0;11.471777272727271
mandrake1984real;Giuseppe Mandrake Ninno;60700000.0;2300000.0;ACQUISTA QUI I PRODOTTI DELLA FAMIGLIA IMBARAZZI 👇👇       👇👇;3979300.0;444700.0;3206.0;35108.0;26.01081901554404
elena_oki;Elena;70000000.0;1800000.0;💙 Hi 💙;51276900.0;9567900.0;28904.0;905931.0;18.95816333333333
prokhozhy;Виктор Пак;18800000.0;1700000.0;ВК 👇👇👇;1877700.0;172500.0;1630.0;9390.0;22.81689411764706
tangmokoko;แตงโม โกโก้ปั่น;27500000.0;1400000.0;Facebook : จริยา หรั่งรุฬ IG : tangmokoko ติดต่องาน namo.hr56;40400000.0;3157400.0;23399.0;52811.0;30.54616530612245
haileybieber;Hailey Bieber;124300000.0;11400000.0;No bio yet.;29709900.0;2304900.0;14555.0;140452.0;34.434543846153844
mackenzieziegler;Mackenzie Ziegler;484500000.0;23500000.0;anatomy live performance // out now;3259500.0;462800.0;1451.0;12023.0;77.30877113207548
canalzezao;Zezão;67700000.0;8700000.0;YouTube: Zezão Instagram: @1zezao Contato: umzezao@hotmail.com 👇MÚSICA NOVA👇;100061000.0;3793500.0;39972.0;135477.0;46.79961817204301
francoescamillaofficial;Franco Escamilla;327400000.0;20800000.0;El Amo del Sarcasmo;2451200.0;326800.0;656.0;15249.0;78.41471553610504
agnesmelo_oficial;Agnes Melo;81100000.0;6900000.0;Sim, sou mamãe❤️;62327826.0;5404147.0;38489.0;150355.0;17.522492699115045
shenacinnamon;Shenina Cinnamon;41500000.0;780600.0;Hi👋🏼;1677900.0;112252.0;806.0;2130.0;52.520044
inpersa16;Indah permatasari;68000000.0;3100000.0;Manusia biasa Penjual pisang goreng sambel Moala @indahpermatas @moala.pisgor;93800000.0;6521800.0;33092.0;117282.0;62.70415795918368
smtown_official;SMTOWN;44300000.0;3100000.0;No bio yet.;6400000.0;1153100.0;10979.0;39433.0;79.43543383333333
ive.official;IVE.official;181500000.0;5900000.0;IVE OFFICIAL TIKTOK;2153700.0;456600.0;5374.0;21577.0;125.8322604
jostyle_17;Jostyle17;67200000.0;1700000.0;Quello che mette ansia 😂💪 collab: info@isoladegliartisti.it;625500.0;76065.0;4164.0;3260.0;42.40966055865922
unnecessaryinventions;Unnecessary Inventions;217000000.0;6500000.0;I DESIGN PRODUCTS THAT SOLVE PROBLEMS THAT DONT EXIST The Unnecessary GAME👇🏻;82019400.0;9033400.0;68622.0;327879.0;38.5535164516129
felipenpv;Felipe Paiva;210700000.0;7700000.0;O poder da imaginação nos faz infinitos ✌🏻✨  ✉️ felipepaiva@farol.ag;1683900.0;343707.0;3013.0;18763.0;40.532750588235295
itskingchris;KingChristian;550800000.0;19300000.0;This world shall know Swag🥶🥵💧 💧Dripkage💧 👇Socials & Email👇;6600000.0;1295700.0;11055.0;127900.0;28.33628446969697
jackjos3ph;Jack Joseph;240100000.0;4000000.0;📧jackjoseph@kudzudigital.co.uk📧 🔻Click the link below🔻;6446300.0;860400.0;6906.0;53564.0;20475.754716981133
leleburnier;LELÊ BURNIER;131300000.0;3100000.0;Me sigam no insta: @leleburnier;5657600.0;993200.0;6284.0;16844.0;32.71283669172932
theacefamily;Theacefamily;119100000.0;6600000.0;Heyyy ACE Familllyyy!!! Follow us on YouTube: The ACE Family;7639100.0;708700.0;0.0;16808.0;42.12992333333333
gheayoubi08;Gheayoubi;96100000.0;9800000.0;Subs youtube: DJ IMUT  YOUBI ENTERTAINMENT;135202765.0;7500526.0;52427.0;105007.0;26.14001047368421
divabry;⚜️DIVABRY⚜️;146800000.0;5400000.0;Correo de contacto 📩   trabajobrianna@gmail.com;5879600.0;979900.0;10314.0;74239.0;17.18490588888889
jeffwittek;jeff;35400000.0;2000000.0;No bio yet.;4916700.0;431700.0;1845.0;12820.0;563.6789719626169
oli_natu;Oli Natu;349900000.0;13300000.0;contato - olinatu@play9.com.br ↓ Não me leve a mal 🐔🎸↓;1618500.0;237700.0;549.0;11961.0;31.70760342465753
erictro;Eric Tro;195300000.0;6200000.0;Hice La Caminata Más Peligrosa Del Mundo ⬇️(Vídeo Completo)⬇️;11500000.0;852500.0;748.0;47591.0;22.5376313836478
mozzacella.cheez;Mozzarella Cheese;4700000.0;91400.0;Polymer Clay + Anime Lord bless you and keep you! Shop/commission open ⬇️;3514989.0;614594.0;5586.0;53408.0;153.15497495826378
jubiandxian;jubiandxian;329000000.0;7100000.0;For inq: juxifam.inq@gmail.com JuxiFam🧃;106600000.0;13783700.0;51237.0;459386.0;38.96182578431373
shamichef21;Shamichef;48800000.0;5100000.0;#مشان_صحتك;13600000.0;372600.0;4414.0;41556.0;34.475440909090906
arigameplays;AriGameplays;727200000.0;26300000.0;🍑🎮💗 Vine por los memes;599300.0;114000.0;1585.0;11954.0;54.13950615979381
dudamaryah;dudamaryah;184600000.0;8199999.999999999;Só volto atrás se for pra buscar a máscara 20y Outra conta: @dudinhamaryah;2139900.0;304000.0;790.0;15406.0;12.519401212121211
camilo;Camilo;364900000.0;30300000.0;La Tribu escucha PALPITA 🫀 con Diljit Dosanjh;142257600.0;9403800.0;47207.0;109351.0;115.6228316
shakira;Shakira;258100000.00000003;38300000.0;Official account / perfil oficial;264562800.0;24037900.0;167877.0;1017911.0;109.038841875
